Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
Falcon-7b,Shayara Bano Vs. Union of India,Shayara Bano,Union of India,Whether the practice of instant triple talaq violates fundamental rights.,"The petitioner claimed that instant triple talaq left Muslim women vulnerable to sudden and unilateral divorce, violating equality and dignity.",The High Court ruled that instant triple talaq was valid under religious law and protected.,"The petitioner argued that triple talaq was arbitrary, unfair, and placed Muslim women at a disadvantage compared to women of other religions.","Constitution of India, Articles 14, 15, 21.",Fundamental rights and protections for gender equality.,Cases on women's rights and protection under personal laws.,"Religious practices cannot override fundamental rights, and instant triple talaq is discriminatory.",The Supreme Court ruled that instant triple talaq is unconstitutional and not protected under religious freedom.
Falcon-7b,Common Cause Vs. Union of India,Common Cause,Union of India,Whether passive euthanasia and living wills should be legally recognized.,The case challenged the legal framework surrounding end-of-life care and patient autonomy in refusing life support.,The High Court held that passive euthanasia was not explicitly recognized under Indian law.,The right to die with dignity is an extension of the fundamental right to life under Article 21.,"Constitution of India, Article 21.",Legal principles governing medical consent and right to refuse treatment.,Previous cases on medical autonomy and end-of-life decisions.,Passive euthanasia must be allowed under strict guidelines to ensure ethical medical decision-making.,"The Supreme Court ruled that individuals can refuse life support, allowing passive euthanasia under strict conditions."
Falcon-7b,MC Mehta Vs. Kamal Nath,MC Mehta,Kamal Nath,Legality of diverting natural resources for private commercial purposes.,"A resort project caused significant ecological harm, leading to a legal challenge over environmental conservation.",The High Court penalized the developers but did not halt the project.,"The development project led to deforestation and river pollution, violating sustainability norms.","Environmental Protection Act, 1986.",Public Trust Doctrine ensuring protection of natural resources.,Judicial precedents affirming the state’s role as a trustee of natural resources.,The government is responsible for safeguarding ecological balance and preventing misuse of environmental assets.,"The Supreme Court ruled in favor of environmental protection, directing corrective measures to restore ecological balance."
Falcon-7b,State of Tamil Nadu Vs. K. Balu,State of Tamil Nadu,K. Balu,Legality of restricting liquor sales near highways for public safety reasons.,The petitioner argued that unrestricted liquor sales along highways led to reckless driving and fatal accidents.,"The High Court ruled in favor of state policies, rejecting a blanket ban.","The state failed to regulate alcohol consumption near highways, leading to preventable accidents.","Motor Vehicles Act, 1988.",Liquor Laws and Road Safety Policies.,Legal precedents emphasizing state responsibility in regulating alcohol distribution.,The government has a duty to restrict activities that endanger public welfare.,"The Supreme Court ruled in favor of road safety, restricting liquor sales along highways to prevent accidents."
Falcon-7b,Delhi Transport Corporation Vs. DTC Mazdoor Congress,Delhi Transport Corporation,DTC Mazdoor Congress,Legality of arbitrary termination of employees without fair procedure.,"The petitioner terminated employees arbitrarily without due process, prompting legal action.",The High Court ruled that the dismissal was unlawful and ordered reinstatement.,DTC argued that employee termination was part of administrative control and did not require elaborate procedures.,"Constitution of India, Article 14.","Industrial Disputes Act, 1947.",Judicial decisions emphasizing procedural fairness in employment termination.,"The right to livelihood is constitutionally protected, and termination must adhere to procedural fairness.",The Supreme Court ruled that the dismissals violated principles of fairness and ordered reinstatement.
Falcon-7b,State of Uttar Pradesh Vs. Raj Narain,State of Uttar Pradesh,Raj Narain,The extent to which government transparency is mandated under the right to information.,"A legal challenge was raised regarding the government's refusal to disclose election-related documents, citing confidentiality.","The High Court ruled in favor of the respondent, stating that government information affecting public interest must be accessible.",The petitioner argued that disclosing sensitive government documents could compromise administrative integrity.,"Constitution of India, Article 19(1)(a).","Right to Information Act, transparency regulations, and previous legal precedents.",Landmark rulings on freedom of information and government accountability.,Public access to governmental documents is fundamental to accountability and democracy.,"The Supreme Court ruled in favor of public access, emphasizing the need for transparency in governance."
Falcon-7b,M. Nagaraj Vs. Union of India,M. Nagaraj,Union of India,The constitutional validity of reservation in promotions and whether it affects meritocracy.,The case questioned whether reservations in promotions needed to be backed by quantifiable data proving backwardness.,"The High Court ruled in favor of the government, allowing reservations in promotions.",The petitioner argued that blanket reservations in promotions undermine efficiency and merit-based advancements.,"Constitution of India, Article 16(4A).",Legal provisions governing affirmative action and reservation in promotions.,Previous cases that addressed the implementation of reservations in government employment.,Affirmative action must be balanced with constitutional equality and efficiency in administration.,The Supreme Court ruled that reservations in promotions are valid but subject to proving backwardness with empirical data.
Falcon-7b,Joseph Shine Vs. Union of India,Joseph Shine,Union of India,The constitutional validity of adultery laws and whether they infringe upon gender equality and personal liberty.,"The case challenged the outdated adultery law, which only punished men and denied women autonomy.",The High Court ruled that adultery remained a criminal offense under the existing law.,The law is based on patriarchal notions and treats women as subordinate to men.,"Indian Penal Code, Section 497.",Constitutional protections against gender-based discrimination and violation of personal liberty.,Landmark judgments on gender justice and personal autonomy.,The state cannot impose moral codes through discriminatory laws.,The Supreme Court ruled that adultery is a private matter and cannot be criminalized.
Falcon-7b,Kartar Singh Vs. State of Punjab,Kartar Singh,State of Punjab,The constitutionality of TADA and whether it infringes upon personal liberty.,"TADA allowed preventive detention and special courts, raising concerns over due process.",The High Court ruled that TADA was necessary for national security but acknowledged concerns over misuse.,The law undermines fundamental rights by restricting legal safeguards for accused persons.,"Terrorist and Disruptive Activities (Prevention) Act, 1987.","Articles 14 and 21, ensuring equality before the law and protection of life and personal liberty.",Judicial precedents on preventive detention and national security laws.,The need for counterterrorism laws must be balanced with constitutional safeguards.,The Supreme Court maintained TADA’s validity but recommended additional safeguards.
Falcon-7b,Nandini Satpathy Vs. P.L. Dani,Nandini Satpathy,P.L. Dani,Whether compelling an accused to answer questions during interrogation violates Article 20(3).,"The petitioner, a former Chief Minister, was asked multiple questions during an investigation, which she declined to answer, citing constitutional protections.",The High Court ruled that the petitioner was obligated to answer unless the questions were explicitly self-incriminating.,"The interrogation process should respect constitutional protections, and no accused should be compelled to self-incriminate.","Constitution of India, Article 20(3).",Fundamental right against self-incrimination and due process protections.,Judicial interpretations of self-incrimination under Indian and international law.,The right against self-incrimination is absolute and must be safeguarded during interrogations.,The Supreme Court held that Article 20(3) protects individuals from being forced to testify against themselves during police investigations.
Falcon-7b,Sarla Mudgal Vs. Union of India,Sarla Mudgal,Union of India,Legality of conversion to Islam for the sole purpose of practicing polygamy.,The petitioner challenged the act of men converting to Islam solely to enter a second marriage without dissolving the first.,"The High Court ruled in favor of the man, stating that religious conversion legally allowed polygamy.",Such conversions should not be recognized if they are done with the sole intent of practicing polygamy.,"Hindu Marriage Act, 1955.",The legal framework governing personal laws and marriage.,Cases on bigamy and religious conversions for the purpose of marriage.,A man cannot convert solely for the purpose of practicing polygamy while evading his obligations under the Hindu Marriage Act.,"The Supreme Court declared that a Hindu marriage subsists even after conversion, making the second marriage void."
Falcon-7b,Visakha Vs. State of Rajasthan,Visakha,State of Rajasthan,Legal vacuum regarding workplace sexual harassment laws.,A PIL was filed to demand legal safeguards against workplace sexual harassment after an incident of sexual violence.,The High Court rejected the plea due to a lack of existing laws on workplace harassment.,Lack of legal provisions does not absolve the state from ensuring workplace safety for women.,"Constitution of India, Articles 14, 19, 21.",The need for judicially framed guidelines in the absence of a statute.,Absence of a legal framework necessitating judicial intervention.,Fundamental rights necessitate protections against harassment even without explicit legislation.,"The Supreme Court framed the Vishaka Guidelines, mandating workplace protections for women until formal legislation was enacted."
Falcon-7b,Bachan Singh Vs. State of Punjab,Bachan Singh,State of Punjab,Whether the death penalty violates the fundamental rights under Article 21.,"Bachan Singh, convicted of murder, argued that capital punishment was cruel and violated the right to life.",The High Court ruled in favor of retaining the death penalty.,Capital punishment deprives individuals of their fundamental right to life and should be unconstitutional.,"Indian Penal Code, Section 302.",The principle of judicial discretion in awarding capital punishment.,Judicial interpretations of the death penalty in India.,The death penalty should only be awarded when the crime is of extreme brutality and societal impact.,"The Supreme Court ruled that while the death penalty is valid, it must only be imposed in extraordinary circumstances."
Falcon-7b,State of Punjab Vs. Dalbir Singh,State of Punjab,Dalbir Singh,Challenge to the mandatory death penalty under the NDPS Act.,"The petitioner was sentenced to death under the NDPS Act, which mandated capital punishment for specific drug offenses. He argued that this provision infringed on fundamental rights and the principles of fair sentencing.","The High Court upheld the provision, affirming its constitutionality.",The petitioner asserted that mandatory death sentences do not allow for case-by-case judicial assessment and violate constitutional protections. The state maintained that the law was crucial for controlling drug-related crimes.,"NDPS Act, 1985.",Sentencing proportionality and constitutional safeguards under Article 21.,"Bachan Singh case, which emphasized individualized sentencing in capital cases.",Judicial discretion is essential in capital punishment cases to ensure fairness.,"The Supreme Court invalidated the mandatory death sentence provision, emphasizing the need for judicial assessment in capital cases."
Falcon-7b,State (Delhi Administration) Vs. Vishwa Bandhu Alias Billa and Another,State (Delhi Administration),Vishwa Bandhu Alias Billa and Ram Kishan Alias Phokan,Whether the acquittal by the High Court was justified based on the evidence presented.,"Phokan, armed with a knife, attempted to flee and called out to Billa. The Delhi High Court acquitted the accused citing a lack of sufficient evidence.",The High Court nullified the conviction and acquitted the accused.,"Argued that the evidence was insufficient to establish guilt beyond a reasonable doubt, thereby rendering the acquittal erroneous.","Section 302 IPC, Section 34 IPC.",Conviction for murder necessitates conclusive evidence beyond a reasonable doubt.,No explicit precedent was cited.,"The Supreme Court determined that the evidence sufficiently established the respondents' guilt, and that the acquittal was a judicial error.","The Supreme Court reversed the acquittal, convicting the accused under Section 326 IPC and sentencing them to six years of rigorous imprisonment."
Falcon-7b,Ram Saran Dass Vs. State of Punjab,Ram Saran Dass,State of Punjab,"Whether the termination order, being a disguised dismissal issued in bad faith, necessitates constitutional protection.","The petitioner’s services were terminated, and he contended that this termination equated to punishment without the due process required by law.",The High Court summarily dismissed the petition.,The petitioner argued that his termination constituted a de facto dismissal.,Article 311(2) of the Indian Constitution.,Service Rule 23 governing termination of employment.,Established precedents emphasizing the need for procedural fairness and due process in employment dismissals.,The Supreme Court determined that natural justice mandates that the respondent be given an opportunity to respond before any dismissal is finalized.,"The appeal was allowed, with the case remanded so that the respondent could present its case."
Falcon-7b,Credit Agricole Indosuez Vs. Credential Finance Limited,Credit Agricole Indosuez,Credential Finance Limited,Whether the non-crediting of a cheque after clearance qualifies as grounds for winding up under the Companies Act.,"The petitioner, a banking institution, maintained the respondent’s account, yet the cheque amount remained uncredited after clearance.",The petition for winding up was dismissed by the lower court.,"It was contended that the cheque’s non-crediting resulted from valid and justifiable reasons, and therefore did not automatically establish an inability to pay debts.","Sections 433 & 434 of the Companies Act, 1956.",Judicial guidelines concerning the proper crediting of cheques and the financial obligations of companies.,Cited case law on cheque clearance and corporate insolvency matters.,The decision turns on whether not crediting a cheque post-clearance implies an inability to pay debts under statutory requirements.,Appeal filed; further hearings required.
Falcon-7b,A.K. Gopalan Vs. State of Madras,A.K. Gopalan,State of Madras,"Challenge to the constitutionality of preventive detention, questioning if it infringes Article 21 rights.","Gopalan was detained under the Preventive Detention Act, 1950, and contended that his detention, absent a fair trial, violated his constitutional rights.",The High Court supported the legality of detention under the Act.,The petitioner contended that denying a fair trial in preventive detention cases breached the constitutional guarantee.,"Preventive Detention Act, 1950.",The protection of Fundamental Rights under Article 21.,No specific precedent was cited regarding preventive detention.,The decision held that preventive detention is permissible provided that it complies with procedural safeguards.,The Supreme Court affirmed the Act’s validity while later judicial interpretations expanded the scope.
Falcon-7b,State of West Bengal Vs. Anwar Ali Sarkar,State of West Bengal,Anwar Ali Sarkar,Examining if the use of special courts undermines the right to equality as guaranteed under Article 14.,"A law enabling the government to refer cases to special courts was challenged by the petitioner, who argued that this practice.","The High Court ruled against the law, deeming it discriminatory in nature.",It was argued by the petitioner that referring cases only to special courts was discriminatory and breached the equality principles enshrined in Article 14.,"Constitution of India, Article 14.",Principles of equality before the law and fair procedural processes.,Precedents addressing special courts and non-discriminatory practices.,It was held that the structure and operation of special courts must adhere to uniform legal principles and cannot be arbitrary.,"The Supreme Court ultimately invalidated the law, ruling it unconstitutional."
Falcon-7b,Kedar Nath Singh Vs. State of Bihar,Kedar Nath Singh,State of Bihar,The extent to which sedition laws under Section 124A conflict with the right to free speech under Article 19(1)(a).,"The petitioner, after making speeches critical of government policies, was convicted under Section 124A IPC for sedition.",The High Court maintained the conviction under Section 124A.,The petitioner argued that sedition laws unduly limit freedom of expression and should not penalize mere criticism of government policies.,"Indian Penal Code, Section 124A.",Protection of free speech subject to reasonable restrictions as laid down by the law.,Earlier decisions on sedition that clarified the boundaries of permissible free expression.,The decision established that mere criticism does not constitute sedition unless accompanied by incitement to violence.,The Supreme Court confirmed the validity of Section 124A while narrowing its scope to cases involving speech that incites violence.
Falcon-7b,Bharat Singh Vs. State of Haryana,Bharat Singh,State of Haryana,Whether the acquisition of land is valid under the requirement that it must serve a bona fide public purpose.,The petitioner disputed the acquisition of his agricultural land on the grounds that it did not serve a public purpose as required by law.,The High Court affirmed the validity of the land acquisition.,The petitioner argued that his property rights were infringed upon because the acquisition lacked genuine public purpose and did not offer fair compensation.,"Land Acquisition Act, 1894.",The legal requirement that land acquisition must serve a public purpose and be paired with just compensation.,Previous decisions on land acquisition which established that only acquisitions for a legitimate public purpose with fair compensation are valid.,Acquisition of land is lawful only if it fulfills the requirement of a legitimate public purpose.,The Supreme Court affirmed the government's acquisition decision.
Falcon-7b,Supreme Court Advocates-on-Record Association Vs. Union of India,Supreme Court Advocates-on-Record Association,Union of India,Whether the NJAC Act violates the principle of judicial independence enshrined in the Constitution.,"The NJAC Act, designed to reform the judicial appointment process, was contested as it allegedly encroached upon the autonomy of the judiciary.",High Court upheld NJAC as valid.,"The petitioner argued that by increasing the executive’s role in judicial appointments, the NJAC Act compromised the separation of powers and the essential independence of the judiciary.","NJAC Act, 2014.",Constitutional norms regarding judicial appointments.,Earlier decisions that reinforced the necessity of preserving judicial independence.,The decision established that judicial independence is a fundamental principle that must not be compromised by executive influence.,The Supreme Court ultimately struck down the NJAC Act as unconstitutional.
Falcon-7b,Laxmi Vs. Union of India,Laxmi,Union of India,Whether the regulation of acid sales and the measures for protecting acid attack victims are adequate under existing law.,The petitioner filed a PIL seeking comprehensive reforms including tighter controls on acid sales and enhanced compensation and rehabilitation for acid attack victims.,The High Court advised stricter enforcement of current acid sale regulations.,The petitioner argued that the easy accessibility of acid results in numerous attacks and that existing support systems for victims are inadequate.,"Constitution of India, Article 21.",Provisions regulating acid sales and the rehabilitation and compensation of acid attack survivors.,Earlier cases on women's safety that underscore the necessity for robust preventive measures.,The availability of acid must be tightly controlled to prevent attacks and ensure proper support and compensation for victims.,Supreme Court ordered restrictions on acid sales and better compensation for victims.
Falcon-7b,Tamil Nadu Govt. Vs. Union of India,Tamil Nadu Govt.,Union of India,"The extent of central government authority over education policies, and whether such laws infringe on the states’ powers under the Constitution.","Tamil Nadu Govt. questioned the validity of central laws on education, asserting that such laws adversely affected the state’s ability to independently formulate education policies.","The High Court favored the central government, finding that the laws did not breach constitutional limits on state powers.","The petitioner contended that education falls under state jurisdiction, and central laws overreaching into this domain disturb the federal balance.","Constitution of India, Seventh Schedule.","Focused on the constitutional allocation of powers, especially the balance between state autonomy.",Prior cases on federalism and education were examined to determine the permissible scope of central intervention in state matters.,The decision emphasized that education policy can involve both state and central inputs.,The Supreme Court confirmed the validity of the central laws on education.
Falcon-7b,Subramanian Swamy Vs. Union of India,Subramanian Swamy,Union of India,The constitutional validity of criminal defamation laws in light of free speech protections.,"The petitioner challenged the validity of Sections 499 and 500 IPC, argThe petitioner contested that the criminal defamation provisions in Sections 499 and 500 IPC impose excessive limitations on free speech.uing that they restricted free speech.",The lower court ruled that criminal defamation laws were constitutional.,"The petitioner argued that issues of defamation should be resolved through civil remedies, not criminal prosecution.","Indian Penal Code, Sections 499 and 500.",Protection of free speech under Article 19(1)(a) of the Indian Constitution.,Prior rulings that examined the balance between reputation and freedom of expression in defamation cases.,"The court held that although reputation is a significant right, the imposition of criminal sanctions for defamation is a justifiable limitation on free speech under the constitutional framework.",The Supreme Court ultimately upheld the criminal defamation provisions as constitutional.
Falcon-7b,Ram Jawaya Kapur Vs. State of Punjab,Ram Jawaya Kapur,State of Punjab,"The extent of executive power under the Constitution, particularly regarding business operations without explicit legislative authorization.",The petitioner asserted that the Punjab government was acting beyond its scope by operating a business without proper legislative sanction.,"The High Court upheld the government’s action, holding that the executive has certain discretionary powers in areas not explicitly covered by legislation.",The petitioner contended that the executive’s unilateral business operations should require legislative oversight.,"Constitution of India, Article 162.",The principle that executive authority is subject to legislative limits as per the doctrine of separation of powers.,Prior rulings on the limits of executive power were considered in evaluating whether the government’s action exceeded its bounds.,The Court emphasized that executive power can extend to unregulated areas.,The Supreme Court affirmed the validity of the government’s action and outlined that executive power.
Falcon-7b,State of Bihar Vs. K.K. Misra,State of Bihar,K.K. Misra,"Examination of the right of government employees to strike, especially considering restrictions in essential services.","A strike by government employees for better wages resulted in disciplinary action, prompting the legal challenge.","The High Court ruled in favor of the employees, finding the strike justified under the circumstances.",It was argued by the petitioner that the right to strike is not absolute for government employees.,"Constitution of India, Article 19(1)(c).",Essential Services Maintenance Act.,Earlier rulings addressing restrictions on the right to strike for government employees.,The ruling held that the right to strike for government employees is subject to restrictions.,"The Supreme Court upheld restrictions on strikes, ruling against the employees’ claim of an absolute right to strike."
Falcon-7b,Sundararamier & Co. Vs. State of Andhra Pradesh,Sundararamier & Co.,State of Andhra Pradesh,Whether state taxation of inter-state trade violates constitutional provisions.,"Petitioner challenged the state's authority to impose sales tax on inter-state transactions, citing constitutional restrictions.",High Court upheld the state taxation law as valid.,Petitioner argued that inter-state commerce taxation falls exclusively within Parliament’s jurisdiction.,"Constitution of India, Article 286.",Inter-state taxation should align with constitutional principles governing commerce and trade.,Prior judicial decisions on state taxation of inter-state commerce.,The ruling reinforced the constitutional limits on state taxation over inter-state trade.,"Supreme Court ruled against the state, emphasizing that inter-state taxation is solely under Parliament's jurisdiction."
Falcon-7b,Golak Nath Vs. State of Punjab,Golak Nath,State of Punjab,Can constitutional amendments limit fundamental rights?,The petitioner argued that amendments affecting fundamental rights violate the Constitution.,High Court upheld Parliamentâ€™s power to amend fundamental rights.,Constitutional amendments should not alter fundamental rights.,"Constitution of India, Article 368.",Doctrine of implied limitations.,No explicit precedent restricting amendment powers.,Fundamental rights are essential to constitutional integrity.,"Supreme Court ruled against Parliament’s unrestricted amendment power, later refined in Kesavananda Bharati case."
Falcon-7b,Shankarappa Vs. Union of India,Shankarappa,Union of India,Validity of censorship imposed on films.,The petitioner argued that denial of certification infringed on artistic freedom and free speech.,High Court ruled that film censorship was justified.,Censorship laws should not restrict creative expression arbitrarily.,"Cinematograph Act, 1952.",Film censorship regulations under constitutional law.,Prior Supreme Court rulings on artistic freedom.,Film censorship should be justified on constitutional grounds.,Supreme Court held that censorship must align with constitutional rights.
Falcon-7b,Madhu Limaye Vs. Sub-Divisional Magistrate,Madhu Limaye,Sub-Divisional Magistrate,Constitutional validity and misuse of Section 144 CrPC.,Petitioner argued that imposing Section 144 for prolonged periods curtailed democratic rights.,High Court ruled that the government has the authority to impose Section 144 when necessary.,"The provision allows excessive executive control, undermining fundamental rights.","Code of Criminal Procedure, Section 144.",Constitutional provisions on free speech and public order.,Previous Supreme Court cases on executive powers in law enforcement.,The use of Section 144 must balance public safety with democratic freedoms.,Supreme Court ruled that prolonged use of Section 144 is unconstitutional.
Falcon-7b,Rupa Ashok Hurra Vs. Ashok Hurra,Rupa Ashok Hurra,Ashok Hurra,The legal validity and scope of curative petitions in the judicial system.,"Petitioner challenged judicial finality, arguing for an additional mechanism to correct grave errors.","High Court dismissed the petition, affirming that Supreme Court decisions are final.",Supreme Court must have a corrective process beyond review petitions for extraordinary cases.,"Constitution of India, Article 137.",Supreme Court's power to review its own decisions in exceptional cases.,Judicial rulings affirming the Supreme Court’s authority to correct its own mistakes.,Judicial finality must be balanced with mechanisms to prevent miscarriages of justice.,Supreme Court established curative petitions as a remedy for cases of significant judicial oversight.
Falcon-7b,Shyam Narayan Chouksey Vs. Union of India,Shyam Narayan Chouksey,Union of India,Legal and constitutional validity of enforcing national anthem in cinemas.,The plea sought enforcement of mandatory anthem playing in theaters to encourage respect for national symbols.,"High Court rejected the plea, stating that respect for the anthem should not be enforced through legal compulsion.","National unity and respect for the anthem are fundamental civic duties, justifying mandatory enforcement.","Prevention of Insults to National Honour Act, 1971.","National symbols must be respected, but their enforcement should align with constitutional freedoms.",Prior judgments on constitutional limits of patriotism enforcement.,"While national symbols should be honored, enforcement must not violate individual freedoms.",Supreme Court ruled that playing the national anthem is encouraged but should not be legally imposed.
Falcon-7b,State of Kerala Vs. N.M. Thomas,State of Kerala,N.M. Thomas,Legality of extending reservations to promotions under Article 16(4).,A government policy granting reservations in promotions was contested as unconstitutional.,High Court struck down the policy as exceeding constitutional provisions.,Reservations in promotions are necessary to ensure equitable representation of SC/ST employees.,"Constitution of India, Article 16(4).",Constitutional provisions allowing affirmative action in employment.,Prior judgments on reservation policies and equality principles.,Affirmative action in promotions must be balanced with efficiency in public administration.,"Supreme Court allowed reservations in promotions, subject to reasonable justification."
Falcon-7b,Vishwanath Vs. State of Uttar Pradesh,Vishwanath,State of Uttar Pradesh,Interpretation of Section 304B IPC and burden of proof.,"The deceased's family alleged dowry harassment before her death, prompting a legal case.","High Court ruled in favor of the prosecution, citing strong circumstantial evidence.",Conviction cannot be based solely on presumption; direct proof is necessary.,"Indian Penal Code, Section 304B.",Legal framework on dowry-related offenses.,Previous cases interpreting Section 304B and its evidentiary requirements.,Courts must carefully assess evidence before convicting under dowry death provisions.,Supreme Court maintained the conviction while stressing fair application of burden of proof.
Falcon-7b,MC Mehta Vs. Union of India (Ganga Pollution Case),MC Mehta,Union of India,Accountability of industries and government in pollution control.,"Industries and municipalities were discharging untreated waste into the Ganga, leading to severe contamination.",High Court issued guidelines but did not take strict enforcement actions.,"Industrial pollution laws were not being effectively implemented, leading to environmental degradation.","Environmental Protection Act, 1986.","Water (Prevention and Control of Pollution) Act, 1974.",Prior cases emphasizing sustainable development and pollution control.,Polluting industries must comply with environmental regulations or face closure.,"Supreme Court enforced stringent regulations, ordering industries to install pollution control measures."
Falcon-7b,Govind Vs. State of Madhya Pradesh,Govind,State of Madhya Pradesh,Right to privacy versus law enforcement powers.,The petitioner was placed under continuous police surveillance without clear justification.,"High Court upheld the surveillance, citing law and order concerns.",Petitioner argued that the right to privacy is implicit in Article 21 and surveillance should be limited.,"Constitution of India, Article 21.",Fundamental rights and police powers.,"Privacy must be balanced with law enforcement needs, but excessive surveillance is unconstitutional.",Supreme Court ruled that surveillance must be justified and cannot be arbitrary.,Supreme Court upheld limited surveillance while emphasizing the need for safeguards.
Falcon-7b,Indian Medical Association Vs. V.P. Shantha,Indian Medical Association,V.P. Shantha,Can medical professionals be held liable under consumer laws?,A patient alleged medical malpractice and filed a complaint under consumer law.,High Court ruled that medical services fell under the Consumer Protection Act.,"Petitioner contended that medical services involve personal skill and judgment, not a commercial service.","Consumer Protection Act, 1986.",Rights of consumers in availing professional services.,Prior rulings on the applicability of consumer law to medical services.,Medical services are subject to consumer laws if provided for consideration.,Supreme Court ruled that medical professionals can be held accountable under consumer laws.
Falcon-7b,People Union for Democratic Rights Vs. Union of India,People Union for Democratic Rights,Union of India,Can the state be held accountable for failing to enforce labor protections?,The petitioner argued that laborers were not being paid minimum wages or given proper working conditions during the Asiad Games projects.,High Court found lapses in implementation but stopped short of ordering strict enforcement.,"The petitioner asserted that laborers’ rights were being systematically ignored, violating fundamental rights.","Minimum Wages Act, 1948.",Right to fair wages and working conditions.,Past rulings on workers' welfare and employment protections.,"Workers’ rights cannot be ignored, and non-enforcement of laws violates fundamental rights.",Supreme Court held that failure to implement labor protections was unconstitutional.
Falcon-7b,Ramesh Vs. Union of India,Ramesh,Union of India,Can the state ban television content that allegedly incites hatred?,A petition sought restrictions on a serial that was accused of fueling communal tensions.,High Court ruled that the show was protected under free speech and did not mandate censorship.,The petitioner argued that allowing such content would exacerbate communal tensions and lead to unrest.,"Cinematograph Act, 1952.",Balance between artistic expression and societal harmony.,Past rulings on media regulation and permissible speech restrictions.,The right to broadcast must be protected but subject to reasonable restrictions when necessary.,Supreme Court ruled in favor of the TV serial but allowed monitoring for objectionable content.
Falcon-7b,Hindustan Sugar Mills Ltd. Vs. State of Rajasthan and Others,Hindustan Sugar Mills Ltd.,State of Rajasthan and Others,Determination of whether freight charges should be included in the taxable sale price of cement under the Cement Control Order.,"The petitioner, operating Udaipur Cement Works in Rajasthan, was selling cement both within and outside Rajasthan under a government-controlled pricing scheme.","The authorities included freight charges in the sale price, thereby making them subject to sales tax.",The petitioner claimed that freight was a separate charge borne by the buyer and should not be included in the taxable amount.,"Central Sales Tax Act, 1956, Rajasthan Sales Tax Act, 1954.","Examination of ""sale price"" under taxation laws in cases where government price control applies.",Cases analyzing the inclusion of freight costs in taxable sale prices under government-controlled pricing models.,Whether freight charges should be considered an integral part of the sale price for tax purposes.,The court was set to determine if freight should be excluded from the taxable price of cement.
Falcon-7b,R.G. Anand Vs. Delux Films,R.G. Anand,Delux Films,"Whether substantial similarities in theme, characters, and storyline amount to copyright infringement.",The petitioner claimed that the respondent’s film closely resembled his theatrical play in theme and expression.,"The High Court found that while there were similarities, they were not significant enough to prove plagiarism.","The petitioner asserted that the film contained significant elements derived from his original work, violating copyright law.","Copyright Act, 1957.",The principle of originality in copyright law and the extent to which general themes can be protected.,"Cases discussing copyright in literary and artistic works, particularly where general themes are involved.",Broad themes are not protected by copyright unless substantial and verbatim copying is proven.,"The Supreme Court rejected the petitioner’s claim, emphasizing that ideas and themes are not copyrightable only specific expressions are."
Falcon-7b,Shri Roshanlal Gautam Vs. State Of Uttar Pradesh And Others,Shri Roshanlal Gautam,State of Uttar Pradesh and Others,Whether the government had the authority to nationalize private transport services in the state.,The petitioner operated under a contract carriage permit in Agra and challenged the state's decision to revoke private transport permits.,"The High Court ruled in favor of the state, stating that it had the right to regulate and nationalize transport routes.",Argued that the State Government exceeded its authority by revoking permits without consent.,"Motor Vehicles Act, 1939, Motor Vehicles (Amendment) Act, 1956.",Interpretation of Section 68-C and its role in state-controlled transport services.,Cases dealing with state intervention in transport services and the revocation of private permits.,The court examined whether nationalization of transport services was in line with legislative intent and the public interest.,The Supreme Court was yet to rule on the validity of the state’s decision.
Falcon-7b,P. Rathinam Vs. Union of India,P. Rathinam,Union of India,"Whether Section 309 IPC, which criminalizes attempted suicide, violates the right to life.",The petitioner contended that criminalizing attempted suicide was an infringement on personal liberty and dignity.,The court maintained that the state had an interest in preserving life and upheld the penal provision.,"The petitioner claimed that the right to life should also include the right to die, making Section 309 unconstitutional.",The scope of Article 21 and its application to personal autonomy in life and death decisions.,The scope of Article 21 and its application to personal autonomy in life and death decisions.,Cases interpreting the balance between individual rights and state interest in regulating suicide.,"The court reasoned that allowing the right to die could have social and legal consequences, necessitating state intervention.","The Supreme Court’s later ruling in Gian Kaur upheld Section 309, reinforcing that the right to life does not imply a right to die."
Falcon-7b,State of Karnataka Vs. Union of India,State of Karnataka,Union of India,Whether the financial distribution between the center and state was just and constitutional.,The Karnataka government contended that the central government’s financial policies unfairly limited state resources.,"The High Court upheld the central government’s policy, stating that financial allocations were made per constitutional guidelines.",Karnataka claimed that the central government’s financial policies disproportionately disadvantaged certain states.,"Constitution of India, Seventh Schedule.",Principles of fiscal federalism and the constitutional allocation of financial resources.,Cases discussing the balance of financial powers between central and state governments.,The judgment emphasized the need for a balanced financial distribution system to maintain cooperative federalism.,The Supreme Court ruled in favor of the central government while advising a more transparent and equitable allocation process.
