Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
GPT-J-6b,Gian Kaur Vs. State of Punjab,Gian Kaur,State of Punjab,Constitutionality of Section 306 IPC (abetment of suicide).,"The petitioner challenged the legality of Section 306 IPC, arguing that the right to life includes the right to die, making criminalization of abetment of suicide unconstitutional.","The High Court declared Section 306 IPC unconstitutional, ruling that individuals should have autonomy over their own lives, including the right to die.","The petitioner argued that the right to life under Article 21 inherently includes the right to die, and criminalizing abetment of suicide violates personal liberty.","Indian Penal Code, Section 306.",Right to Life under Article 21 does not extend to the right to die.,"P. Rathinam case, which previously held that the right to life includes the right to die.",The right to life protects life and does not include the right to die. Suicide is an unnatural termination of life and can be lawfully restricted by the State.,"The Supreme Court upheld the validity of Section 306 IPC, ruling that abetment of suicide remains a crime and rejecting the notion that the right to life includes the right to die."
GPT-J-6b,K. S. Puttaswamy (Retd.) Vs. Union of India (Aadhaar Case),K. S. Puttaswamy (Retd.),Union of India,Whether the Aadhaar scheme violates the fundamental right to privacy.,"The petitioner challenged the mandatory Aadhaar requirement for accessing government and private services, arguing that it violated privacy and individual autonomy.","The High Court upheld the government’s Aadhaar requirement, ruling that it served a legitimate state interest.",Aadhaar compromises personal privacy by enabling state surveillance and unrestricted biometric data collection.,"Constitution of India, Article 21.","Aadhaar Act, 2016.",Previous Supreme Court rulings affirming the right to privacy as a fundamental right.,"The right to privacy is a fundamental right that must be safeguarded against arbitrary state action. However, reasonable restrictions may be imposed for legitimate purposes.","The Supreme Court upheld the Aadhaar scheme’s validity but restricted its mandatory use to essential services, barring its requirement for private entities and certain government services."
GPT-J-6b,Shayara Bano Vs. Union of India,Shayara Bano,Union of India,Constitutionality of instant triple talaq and its impact on gender justice.,"The petitioner, a Muslim woman, challenged the practice of instant triple talaq, arguing that it was arbitrary, unconstitutional, and discriminatory against women.",The High Court upheld the practice under Muslim Personal Law.,"Instant triple talaq violates women's rights under Articles 14 (Equality), 15 (Non-discrimination), and 21 (Right to Life and Dignity).","Constitution of India, Articles 14, 15, 21.","Muslim Personal Law (Shariat) Application Act, 1937.",Previous Supreme Court rulings on gender equality and religious freedom.,The practice of instant triple talaq is unconstitutional as it violates gender justice and equality principles.,The Supreme Court struck down instant triple talaq as unconstitutional and directed the government to pass legislation on the issue.
GPT-J-6b,Common Cause Vs. Union of India,Common Cause,Union of India,Legalization of passive euthanasia and living wills.,"The petitioner, a public interest group, sought recognition of the right to die with dignity through passive euthanasia and living wills.","The High Court ruled against legalizing passive euthanasia, maintaining the existing prohibition.",Individuals should have the right to refuse artificial life support and make advanced medical directives.,"Constitution of India, Article 21.",Medical guidelines on euthanasia and end-of-life care.,Aruna Shanbaug case on euthanasia and patient rights.,The right to die with dignity is an inherent part of the right to life and should be legally protected.,The Supreme Court legalized passive euthanasia and recognized the validity of living wills.
GPT-J-6b,MC Mehta Vs. Kamal Nath,MC Mehta,Kamal Nath,Whether private development projects causing environmental damage violate public trust principles.,"The petitioner challenged the diversion of a river and encroachment on forest land for a private resort, arguing it led to environmental degradation.",The High Court imposed fines but allowed the project to continue with regulatory oversight.,"The project violated environmental laws, disrupted the river’s natural course, and harmed biodiversity.","Environmental Protection Act, 1986.",Doctrine of Public Trust and Sustainable Development Principles.,Landmark judgments reinforcing environmental conservation and state responsibility in protecting natural resources.,Natural resources belong to the public and cannot be exploited for private commercial interests.,"The Supreme Court applied the Public Trust Doctrine and ordered the restoration of the damaged area, holding the developers accountable."
GPT-J-6b,State of Tamil Nadu Vs. K. Balu,State of Tamil Nadu,K. Balu,Whether liquor shops along highways should be banned to reduce accidents caused by drunk driving.,"A PIL was filed seeking a ban on liquor shops along highways, citing an increase in road accidents due to drunk driving.","The High Court upheld the existing liquor licensing policies, allowing shops to operate under state regulations.",Unrestricted liquor sales along highways posed a serious threat to road safety and increased drunk driving incidents.,"Motor Vehicles Act, 1988.",Liquor Licensing Rules and Road Safety Regulations.,Cases on state control over liquor regulation and public safety concerns.,Public safety takes precedence over commercial interests in liquor sales.,"The Supreme Court ordered a ban on liquor shops within 500 meters of national and state highways, emphasizing public safety."
GPT-J-6b,Delhi Transport Corporation Vs. DTC Mazdoor Congress,Delhi Transport Corporation,DTC Mazdoor Congress,Whether the dismissal of employees without due process violated principles of natural justice.,"DTC employees were dismissed from service without being given a fair hearing or proper justification, leading to a challenge under principles of natural justice.","The High Court ruled in favor of the employees, stating that the termination violated constitutional and labor law protections.",Management decisions regarding termination fall within the corporation's discretion and should not be subject to judicial review.,"Constitution of India, Article 14.","Industrial Disputes Act, 1947.",Previous rulings on wrongful termination and fair labor practices.,Employment termination must follow due process and cannot be arbitrary.,"The Supreme Court upheld the High Court’s decision, ordering reinstatement of the employees."
GPT-J-6b,State of Uttar Pradesh Vs. Raj Narain,State of Uttar Pradesh,Raj Narain,Whether government documents related to elections should be disclosed to the public.,"The respondent sought access to government documents regarding election processes, arguing that transparency is essential for democracy.",The High Court ruled that transparency in election-related matters is vital for democracy and ordered disclosure.,The government contended that the documents contained confidential information and should be exempt from public disclosure.,"Constitution of India, Article 19(1)(a).",Right to Information and Public Accountability Laws.,Previous cases affirming public access to information essential for democracy.,"Government transparency strengthens democracy, and citizens have the right to access election-related information.","The Supreme Court upheld the High Court's decision, reinforcing the right to information as a constitutional right."
GPT-J-6b,M. Nagaraj Vs. Union of India,M. Nagaraj,Union of India,Whether reservations in promotions for SC/ST employees are constitutionally valid.,"The petitioner challenged the provision allowing reservations in promotions, arguing that it violated the right to equality and was not based on objective criteria.","The High Court upheld the reservation policy, ruling that it was within constitutional limits.",Reservations in promotions must be justified by quantifiable data demonstrating backwardness and inadequate representation.,"Constitution of India, Article 16(4A).",Reservation policies in public employment.,Indra Sawhney case on reservations and conditions for affirmative action.,The government must collect quantifiable data proving backwardness before granting reservations in promotions.,The Supreme Court upheld reservations in promotions but mandated that the government provide quantifiable data to justify them.
GPT-J-6b,Joseph Shine Vs. Union of India,Joseph Shine,Union of India,"Whether Section 497 IPC, which criminalizes adultery, violates constitutional rights.",The petitioner argued that Section 497 IPC treated women as the property of men and was discriminatory.,The High Court upheld the validity of Section 497 IPC.,Section 497 IPC is unconstitutional as it discriminates based on gender and denies women agency.,"Indian Penal Code, Section 497.","Fundamental Rights under Articles 14, 15, 21.",Previous rulings on gender equality and personal liberty.,Laws treating women as subordinate to men violate fundamental rights and are unconstitutional.,"The Supreme Court struck down Section 497 IPC, decriminalizing adultery."
GPT-J-6b,Kartar Singh Vs. State of Punjab,Kartar Singh,State of Punjab,Whether the Terrorist and Disruptive Activities (Prevention) Act (TADA) violates fundamental rights.,"The petitioner challenged TADA, arguing that it permitted prolonged detention without trial, violating Articles 14 and 21.",High Court upheld the validity of TADA.,The provisions of TADA violate the right to liberty and a fair trial.,"Terrorist and Disruptive Activities (Prevention) Act, 1987.","Fundamental Rights under Articles 14, 21.",Previous rulings on anti-terror laws and due process rights.,"National security is important, but fundamental rights cannot be arbitrarily restricted.",The Supreme Court upheld TADA but imposed stricter guidelines to prevent misuse.
GPT-J-6b,Nandini Satpathy Vs. P.L. Dani,Nandini Satpathy,P.L. Dani,Whether the petitioner could refuse to answer police interrogation questions based on the right against self-incrimination.,"The petitioner was interrogated and refused to answer questions, arguing that it violated her right against self-incrimination under Article 20(3).","The High Court ruled against the petitioner, stating that refusal to answer could be used against her.",Forcing her to answer questions violates her fundamental right against self-incrimination.,"Constitution of India, Article 20(3).",Right against self-incrimination under Article 20(3).,Previous cases affirming self-incrimination protections in custodial interrogations.,An accused person cannot be compelled to answer questions that may be self-incriminating.,"The Supreme Court ruled in favor of the petitioner, reinforcing the right against self-incrimination."
GPT-J-6b,Sarla Mudgal Vs. Union of India,Sarla Mudgal,Union of India,Whether a Hindu man can convert to Islam solely to contract a second marriage without dissolving the first.,"A Hindu man converted to Islam and married a second wife without divorcing his first wife, raising legal concerns over bigamy.",High Court upheld the second marriage as valid under Muslim law.,Conversion to Islam should not be used as a legal loophole to avoid personal law restrictions.,"Hindu Marriage Act, 1955.",Personal laws and bigamy restrictions under the Hindu Marriage Act.,Previous rulings on marriage laws and fraudulent conversions.,Conversion should not be misused to bypass personal law restrictions.,The Supreme Court ruled that conversion to Islam does not automatically nullify the first marriage and held that such an act amounts to bigamy under Hindu law.
GPT-J-6b,Visakha Vs. State of Rajasthan,Visakha,State of Rajasthan,Absence of laws to address workplace sexual harassment.,"A PIL was filed after a woman faced workplace sexual harassment, highlighting the need for protective legal frameworks.","The High Court dismissed the petition, stating that there was no specific legislation addressing workplace harassment.","Even in the absence of a specific law, fundamental rights guarantee workplace safety and protection from harassment.","Constitution of India, Articles 14, 19, 21.",Supreme Court guidelines on workplace harassment prevention.,No prior comprehensive ruling on workplace harassment laws in India.,"Workplace safety is a fundamental right, and legal mechanisms must be established.","The Supreme Court issued the Vishaka Guidelines, establishing legal protections against sexual harassment at the workplace."
GPT-J-6b,Bachan Singh Vs. State of Punjab,Bachan Singh,State of Punjab,Constitutionality of the death penalty under Section 302 IPC.,"The petitioner was sentenced to death for murder and challenged the validity of capital punishment, claiming it was arbitrary.","The High Court upheld the death penalty, stating it was a valid punishment under Indian law.",The death penalty is arbitrary and should be abolished as it violates Article 21 of the Constitution.,"Indian Penal Code, Section 302.",The 'rarest of rare' doctrine for awarding the death penalty.,Previous cases on capital punishment and fundamental rights.,The death penalty is constitutional but should be imposed only in the 'rarest of rare' cases.,The Supreme Court upheld the death penalty but laid down strict guidelines for its application.
GPT-J-6b,State of Punjab Vs. Dalbir Singh,State of Punjab,Dalbir Singh,Whether the mandatory death sentence under the NDPS Act is unconstitutional.,"Dalbir Singh was convicted under the NDPS Act, which prescribed a mandatory death sentence for certain offenses. He challenged this provision, arguing it violated fundamental rights and judicial discretion.",The High Court upheld the validity of the mandatory death penalty.,"The petitioner contended that a mandatory death sentence removes judicial discretion and contradicts established legal principles, whereas the state argued that strict punishment is necessary to deter drug trafficking.","NDPS Act, 1985.",Principles of proportionality in sentencing.,"Bachan Singh case, which held that the death penalty should be imposed only in the ""rarest of rare"" cases.",The absence of judicial discretion in sentencing is unconstitutional.,The Supreme Court declared the mandatory death penalty provision unconstitutional.
GPT-J-6b,State (Delhi Administration) Vs. Vishwa Bandhu Alias Billa and Another,State (Delhi Administration),Vishwa Bandhu Alias Billa and Ram Kishan Alias Phokan,Whether the High Court's acquittal of the accused was legally justified given the evidence on record.,"Phokan, holding a knife, struggled to escape and called out to Billa. The Delhi High Court overturned the conviction due to insufficient evidence.",The High Court set aside the conviction and acquitted them.,Maintained that the prosecution did not establish guilt beyond a reasonable doubt. (i.e. the evidence was inadequate to prove the charges conclusively.),"Section 302 IPC, Section 34 IPC.",Murder requires conclusive proof beyond a reasonable doubt.,No specific precedent mentioned.,"The Supreme Court held that the evidence established the respondents' guilt, and the High Court erred in acquitting them.","The Supreme Court overturned the acquittal, convicting both accused under Section 326 IPC and sentencing them to six years of rigorous imprisonment."
GPT-J-6b,Ram Saran Dass Vs. State of Punjab,Ram Saran Dass,State of Punjab,Whether the termination order was effectively a disguised dismissal issued in bad faith that should invoke constitutional safeguards.,"The petitioner’s employment was terminated without following due process, which he argued amounted to a punitive action without constitutional safeguards.","The High Court dismissed the petition outright, as did the Punjab High Court through a summary dismissal.","The petitioner contended that his termination was, in effect, a dismissal that should be subject to constitutional safeguards, arguing that the order was arbitrary and violated principles of natural justice.",Article 311(2) of the Indian Constitution.,Service Rule 23 governing termination of employment.,Established case law on procedural fairness and due process in dismissals.,The Supreme Court ruled that natural justice required the High Court to allow the respondent to file a response before dismissing the case.,"The appeal was allowed, and the matter was remanded to allow the respondent to present its case."
GPT-J-6b,Credit Agricole Indosuez Vs. Credential Finance Limited,Credit Agricole Indosuez,Credential Finance Limited,Whether the failure to credit the cheque amount post-clearance constitutes sufficient grounds for winding up under the Companies Act.,"The petitioner, a banking company, maintained the respondent’s account, but the cheque amount was not credited after clearance.",The company petition was dismissed by the court.,It was argued that the failure to credit the cheque was due to legitimate operational reasons and did not necessarily indicate an inability to pay debts.,"Sections 433 & 434 of the Companies Act, 1956 (regarding winding up due to inability to pay debts).",Interpretation of the obligations regarding cheque clearance under the Companies Act.,Precedent addressing cheque clearance issues and corporate insolvency was referenced.,The key issue is whether the failure to credit a cheque evidences an inability to pay debts as defined under the law.,"An appeal has been filed, and further hearings are scheduled to address whether the non-crediting of the cheque meets the criteria for winding up."
GPT-J-6b,A.K. Gopalan Vs. State of Madras,A.K. Gopalan,State of Madras,"Whether detention under the Preventive Detention Act, violates the constitutional guarantee of personal liberty.","The petitioner, detained under the Preventive Detention Act, 1950, argued that his detention without a fair trial infringed on his fundamental right to personal liberty.",The High Court affirmed the validity of the Preventive Detention Act.,The petitioner maintained that detention without judicial scrutiny or a fair trial contravened the fundamental right to personal liberty under Article 21.,"Preventive Detention Act, 1950.",Fundamental Rights under Article 21.,There was no direct precedent on preventive detention under Article 21 at the time.,"The Court reasoned that while Article 21 guarantees personal liberty, it may be limited by due process under law, thereby allowing preventive detention under specified procedural safeguards.","The Supreme Court upheld the Preventive Detention Act; however, subsequent judgments broadened Article 21 to enhance procedural protections in detention cases."
GPT-J-6b,State of West Bengal Vs. Anwar Ali Sarkar,State of West Bengal,Anwar Ali Sarkar,Whether the referral of cases to special courts violates the constitutional guarantee of equality under Article 14.,"The petitioner contested a law that permitted the government to assign cases to special courts, alleging that such selective referral breached the principle of equality before the law.","The High Court invalidated the law, finding it discriminatory.",The petitioner contended that the selective referral to special courts infringed on the constitutional guarantee of equality under Article 14.,"Constitution of India, Article 14.",The rule of law ensuring equality and due process.,Relevant case law on special courts and equal protection.,The Court reasoned that special courts must operate under consistent legal standards and cannot function arbitrarily.,The Supreme Court declared the law unconstitutional.
GPT-J-6b,Kedar Nath Singh Vs. State of Bihar,Kedar Nath Singh,State of Bihar,Whether the sedition law under Section 124A IPC infringes upon the freedom of speech guaranteed by Article 19(1)(a).,"The petitioner was convicted for delivering speeches critical of the government under Section 124A IPC, which deals with sedition.",The High Court affirmed the sedition conviction.,The petitioner contended that the sedition law excessively restricts free speech and curtails political dissent.,"Indian Penal Code, Section 124A.",The balance between free speech and its reasonable restrictions under the Constitution.,Prior rulings addressing the limits of sedition laws in relation to free speech.,The Court observed that criticism of government policies is protected unless it incites violence or poses a real threat.,"The Supreme Court upheld Section 124A, but clarified that it should only be applied in cases where the speech incites violence."
GPT-J-6b,Bharat Singh Vs. State of Haryana,Bharat Singh,State of Haryana,Whether the government's acquisition of agricultural land qualifies as being for a legitimate public purpose.,"The petitioner contested the government's acquisition of his agricultural land, claiming that the land was not acquired for a genuine public purpose.",The High Court upheld the land acquisition by the government.,The petitioner maintained that the acquisition violated his property rights by not providing sufficient compensation and failing to serve a true public purpose.,"Land Acquisition Act, 1894.",The requirement that any land acquisition must be demonstrably for a public purpose and accompanied by fair compensation.,Citing prior cases that set standards for when land acquisition is deemed lawful based on public purpose and compensation adequacy.,Land acquisition is valid only when it serves a bona fide public purpose and provides just compensation to the affected landowners.,"The Supreme Court upheld the acquisition, siding with the government while mandating that fair compensation must be provided."
GPT-J-6b,Supreme Court Advocates-on-Record Association Vs. Union of India,Supreme Court Advocates-on-Record Association,Union of India,Whether the NJAC Act compromises the constitutional independence of the judiciary.,"The NJAC Act, aimed at reforming judicial appointments, was challenged on the grounds that it increased executive influence over the judiciary, thus compromising judicial independence.",The High Court upheld the validity of the NJAC Act.,"The petitioner contended that the NJAC Act diluted judicial independence by expanding executive control over judicial appointments, thereby upsetting the balance of power.","NJAC Act, 2014.",Constitutional provisions governing judicial appointments.,Prior rulings emphasizing the separation of powers between the executive and the judiciary.,Judicial independence is a cornerstone of the Constitution and must remain insulated from executive interference.,The Supreme Court declared the NJAC Act unconstitutional.
GPT-J-6b,Laxmi Vs. Union of India,Laxmi,Union of India,Whether current acid sale regulations are sufficient to protect acid attack victims.,"A Public Interest Litigation challenged the ease of acid availability, demanding enhanced regulatory measures and improved compensation for acid attack survivors.",The High Court recommended more rigorous enforcement of the existing legal framework.,The petitioner maintained that the widespread availability of acid contributed to frequent attacks and that victims are underserved by current support measures.,"Constitution of India, Article 21.",Regulations governing acid sales and procedures for victim rehabilitation.,Prior rulings emphasizing women's safety and the need for stricter controls on hazardous substances.,Effective regulation of acid sales is essential to safeguard public safety and ensure adequate support for victims.,The Supreme Court mandated tighter restrictions on acid sales and improved compensation for acid attack survivors.
GPT-J-6b,Tamil Nadu Govt. Vs. Union of India,Tamil Nadu Govt.,Union of India,Whether the central government’s laws on education policy exceed its constitutional competence over matters that are traditionally state subjects.,"The petitioner contested central laws regulating education, arguing that these laws impinged upon the state’s autonomy in managing education policies.","The High Court upheld the central government’s authority, ruling that the laws were within its legislative power.",The petitioner maintained that education is primarily a state subject and that central intervention undermines state autonomy.,"Constitution of India, Seventh Schedule.",The case involved the interpretation of the division of legislative powers between the states and the center regarding education.,The ruling considered earlier decisions on federalism and the delineation of state versus central roles in formulating education policy.,"The Court observed that while education is predominantly a state subject, the central government can enact laws to ensure national standards, thereby sharing concurrent responsibilities.","The Supreme Court upheld the central laws on education, while clarifying that states retain the freedom to implement policies tailored to their local needs."
GPT-J-6b,Subramanian Swamy Vs. Union of India,Subramanian Swamy,Union of India,Whether criminal defamation laws under Sections 499 and 500 of the IPC excessively restrict free speech.,"Subramanian Swamy challenged Sections 499 and 500 of the IPC, contending that these provisions unduly curtail free expression.",The High Court upheld the constitutionality of criminal defamation laws.,The petitioner maintained that defamation should be adjudicated as a civil matter rather than being subject to criminal sanctions.,"Indian Penal Code, Sections 499 and 500.",Fundamental freedom of speech under Article 19(1)(a) of the Constitution.,Earlier judgments addressing the scope and limitations of defamation laws.,"The Court recognized that while reputation is important, criminal defamation laws represent a reasonable restriction on free speech when necessary to protect individual dignity.","The Supreme Court affirmed the constitutionality of Sections 499 and 500 of the IPC, thereby upholding criminal defamation laws."
GPT-J-6b,Ram Jawaya Kapur Vs. State of Punjab,Ram Jawaya Kapur,State of Punjab,Whether the executive’s authority extends to running a business without legislative backing under the Constitution.,"The petitioner challenged the Punjab government’s decision to run a business without legislative approval, arguing that such action exceeded executive limits.","The High Court ruled in favor of the government, stating that it possessed power in certain areas even without legislative authorization.",The petitioner argued that the executive cannot operate independently without legislative approval and that such actions violate the separation of powers.,"Constitution of India, Article 162.",Doctrine of separation of powers.,Previous cases on executive power limits provided context for the division of authority between branches.,"The decision clarified that while the executive may act in areas not explicitly governed by legislation, it cannot override legislative authority.","The Supreme Court upheld the government's action, while clearly defining the limits of executive power."
GPT-J-6b,State of Bihar Vs. K.K. Misra,State of Bihar,K.K. Misra,"Whether government employees have an absolute right to strike, particularly in the context of essential services.","Government employees went on strike demanding better wages, which led to disciplinary measures being imposed.",The High Court ruled that the strike was justified.,"The petitioner contended that government employees, particularly those in essential services, do not possess an unrestricted right to strike.","Constitution of India, Article 19(1)(c).",Essential Services Maintenance Act.,Precedents regarding employees' rights and the limitations imposed on them in the public sector.,The decision clarified that while employees have a right to protest.,"The Supreme Court ultimately ruled against the employees, affirming that their right to strike is subject to limitations in essential services."
GPT-J-6b,Sundararamier & Co. Vs. State of Andhra Pradesh,Sundararamier & Co.,State of Andhra Pradesh,Constitutionality of state-imposed sales tax on inter-state trade.,The petitioner argued that the state law imposing sales tax on inter-state trade violated Article 286 of the Indian Constitution.,"High Court ruled in favor of the state, upholding the tax law.",The petitioner contended that only Parliament has the authority to tax inter-state trade.,"Constitution of India, Article 286.",Taxation laws should adhere to the constitutional separation of fiscal powers.,Previous Supreme Court rulings on fiscal federalism and taxation limitations.,State taxation laws must comply with constitutional provisions and cannot infringe on inter-state commerce taxation reserved for Parliament.,"Supreme Court invalidated the tax law, affirming Parliament’s exclusive authority over inter-state taxation."
GPT-J-6b,Golak Nath Vs. State of Punjab,Golak Nath,State of Punjab,Extent of Parliament’s power to amend fundamental rights.,The petitioner challenged constitutional amendments restricting fundamental rights.,High Court upheld Parliament’s power to amend fundamental rights.,Fundamental rights cannot be amended or abridged.,"Constitution of India, Article 368.",Constitutional amendment powers.,Prior rulings on Parliament’s amendment authority.,Fundamental rights cannot be restricted by amendments.,"Supreme Court ruled that fundamental rights cannot be amended, later modified in Kesavananda Bharati case."
GPT-J-6b,Shankarappa Vs. Union of India,Shankarappa,Union of India,Government’s power to censor films.,"A film was denied certification by the Censor Board, and the petitioner challenged it as a violation of free speech.",High Court upheld the Censor Board’s decision.,Government control over film certification violates.,"Cinematograph Act, 1952.",Freedom of speech and censorship regulations.,Previous cases on media censorship and free speech.,"Censorship must be based on clear legal guidelines, not arbitrary state interference.",Supreme Court ruled that the government cannot override the Censor Board arbitrarily.
GPT-J-6b,Madhu Limaye Vs. Sub-Divisional Magistrate,Madhu Limaye,Sub-Divisional Magistrate,Whether the use of Section 144 CrPC violates free speech and assembly rights.,The petitioner challenged the frequent invocation of Section 144 CrPC to prevent protests and public meetings.,High Court upheld the use of Section 144 to maintain public order.,Section 144 CrPC was being misused to suppress dissent and restrict freedom of speech.,"Code of Criminal Procedure, Section 144.",Fundamental rights under Articles 19 and 21.,Prior rulings on restrictions on free speech and public gatherings.,"Section 144 should only be imposed in extraordinary situations, not as a preventive measure for routine control.",Supreme Court upheld the validity of Section 144 but limited its arbitrary use.
GPT-J-6b,Rupa Ashok Hurra Vs. Ashok Hurra,Rupa Ashok Hurra,Ashok Hurra,Whether the Supreme Court has the power to reconsider its final judgments through curative petitions.,The petitioner sought a review of a Supreme Court judgment after all available appeals and review petitions were exhausted.,High Court ruled that no further appeal was possible.,Courts should have an additional mechanism to correct fundamental judicial errors that lead to a miscarriage of justice.,"Constitution of India, Article 137.",Legal scope of curative petitions and judicial finality.,Previous cases on judicial review and finality of Supreme Court decisions.,Curative petitions can only be entertained in cases of manifest injustice and judicial error.,"Supreme Court introduced the concept of curative petitions, allowing reconsideration in rare and exceptional circumstances."
GPT-J-6b,Shyam Narayan Chouksey Vs. Union of India,Shyam Narayan Chouksey,Union of India,Whether playing the national anthem before movie screenings should be mandatory.,The petitioner argued that playing the national anthem before films would instill patriotism and national unity.,"High Court dismissed the petition, ruling that mandatory enforcement was unnecessary.",Playing the national anthem in cinemas promotes respect and a sense of national pride.,"Prevention of Insults to National Honour Act, 1971.",Guidelines on the use of national symbols and respect for the anthem.,Previous cases on national symbols and public obligations.,"Citizens must respect the national anthem, but making it mandatory in cinemas is unnecessary.",Supreme Court initially made anthem playing mandatory in cinemas but later revised it to optional.
GPT-J-6b,State of Kerala Vs. N.M. Thomas,State of Kerala,N.M. Thomas,Whether reservation in promotions for SC/ST employees is constitutionally valid.,The reservation policy for promotions was challenged on the grounds that it exceeded constitutional limits.,High Court ruled against the reservation policy in promotions.,Social justice principles justify extending reservations to promotions for marginalized communities.,"Constitution of India, Article 16(4).",Reservation policies and their application in public employment.,Indra Sawhney case and earlier rulings on reservations.,Reservations in promotions can be justified if they fulfill social justice objectives.,Supreme Court upheld reservation in promotions under specific conditions.
GPT-J-6b,Vishwanath Vs. State of Uttar Pradesh,Vishwanath,State of Uttar Pradesh,Burden of proof in dowry death cases under IPC.,"A woman died under suspicious circumstances shortly after marriage, leading to dowry death allegations.",High Court convicted the accused under dowry death provisions.,Mere suspicion should not lead to conviction; strong evidence is required.,"Indian Penal Code, Section 304B.","Dowry Prohibition Act, 1961.",Prior Supreme Court rulings on dowry death burden of proof.,"In dowry death cases, burden of proof shifts to the accused when circumstances indicate dowry harassment.",Supreme Court upheld the conviction but emphasized the necessity of strong evidence.
GPT-J-6b,MC Mehta Vs. Union of India (Ganga Pollution Case),MC Mehta,Union of India,Industrial pollution and environmental protection laws.,A PIL was filed to address the increasing pollution in the Ganga River due to industrial discharge and sewage.,High Court acknowledged the issue but failed to enforce strict penalties.,"The government's inaction violated fundamental rights, including the right to a clean environment.","Environmental Protection Act, 1986.","Water (Prevention and Control of Pollution) Act, 1974.",Previous rulings on environmental protection.,The state must ensure water bodies are protected and enforce strict pollution control measures.,Supreme Court mandated strict pollution monitoring and directed closure of non-compliant industries.
GPT-J-6b,Govind Vs. State of Madhya Pradesh,Govind,State of Madhya Pradesh,Legality of police surveillance under Article 21.,"The petitioner challenged the legality of police surveillance, arguing it violated his fundamental rights.","High Court ruled in favor of law enforcement, stating that surveillance was necessary for public safety.",Petitioner contended that unrestricted police surveillance infringed on his right to personal liberty and privacy.,"Constitution of India, Article 21.",Right to privacy and its reasonable restrictions.,Previous rulings on individual privacy rights.,The right to privacy is a fundamental right but subject to reasonable restrictions for security reasons.,Supreme Court upheld the validity of limited surveillance while emphasizing the need for legal safeguards.
GPT-J-6b,Indian Medical Association Vs. V.P. Shantha,Indian Medical Association,V.P. Shantha,Whether medical services are covered under the Consumer Protection Act.,The respondent filed a complaint against a doctor for medical negligence and demanded compensation under the Consumer Protection Act.,High Court ruled that medical services are covered under consumer law.,Petitioner argued that medical professionals provide a noble service and should not be categorized as service providers under consumer law.,"Consumer Protection Act, 1986.",Medical negligence and compensation for patients.,Previous cases on consumer rights and professional liability.,Medical services provided for a fee qualify as a consumer service.,Supreme Court held that patients can file complaints against medical negligence under the Consumer Protection Act.
GPT-J-6b,People Union for Democratic Rights Vs. Union of India,People Union for Democratic Rights,Union of India,Whether labor laws were being enforced in large-scale construction projects.,A PIL was filed alleging that workers involved in the Asiad Games construction were being exploited and denied their legal rights.,High Court acknowledged labor law violations but issued only advisory recommendations.,Petitioner contended that the non-enforcement of labor laws deprived workers of their constitutional rights and amounted to state failure.,"Minimum Wages Act, 1948.",Labor protections under the Indian Constitution.,Previous cases on labor rights and state responsibility.,The state has a constitutional duty to ensure labor laws are implemented effectively.,Supreme Court directed strict enforcement of labor laws to protect workers’ rights.
GPT-J-6b,Ramesh Vs. Union of India,Ramesh,Union of India,Whether a TV serial should be banned for allegedly promoting communal disharmony.,A complaint was filed alleging that a TV serial promoted religious intolerance and should be banned.,High Court ruled that the TV serial did not pose a serious threat and allowed its broadcast.,Petitioner contended that the content incited hatred and went against public order and morality.,"Cinematograph Act, 1952.",Freedom of speech and reasonable restrictions.,Previous cases on media regulation and free speech.,Free speech includes artistic expression but must not cross the threshold of incitement to violence.,Supreme Court upheld the right to broadcast while emphasizing the need for responsible content.
GPT-J-6b,Hindustan Sugar Mills Ltd. Vs. State of Rajasthan and Others,Hindustan Sugar Mills Ltd.,State of Rajasthan and Others,Whether the amount of freight in sales of cement under the Cement Control Order should be included in the taxable sale price under the Central Sales Tax Act.,The petitioner operates Udaipur Cement Works in Rajasthan and sells cement both within and outside the state.,The lower tax authorities considered freight charges as part of the sale price and subject to sales tax.,"The petitioner contended that freight charges should be excluded from the taxable sale price, as they were paid separately by the buyer.","Central Sales Tax Act, 1956, Rajasthan Sales Tax Act, 1954.","Interpretation of ""sale price"" in tax law when pricing is controlled by government regulations.",Cases discussing whether freight charges should be included in taxable sale price under tax laws.,Whether freight charges should be considered part of the taxable sale price when cement is sold under a government-controlled price mechanism.,The court’s decision was awaited on whether freight charges should be included in or excluded from the taxable sale price.
GPT-J-6b,R.G. Anand Vs. Delux Films,R.G. Anand,Delux Films,"Whether the respondent’s film copied the petitioner’s play, constituting copyright infringement.","The petitioner alleged that the respondent’s film copied the theme, characters, and storyline of his play.",The High Court ruled that the similarities were coincidental and not substantial enough to constitute infringement.,The petitioner contended that substantial similarities in both theme and artistic expression amounted to copyright infringement.,"Copyright Act, 1957.",The doctrine of substantial similarity in copyright law and its application in artistic works.,"Previous rulings on artistic originality and copyright protection, emphasizing the need for substantial copying.",Mere thematic similarity does not constitute copyright infringement unless the actual expression is copied.,"The Supreme Court ruled against the petitioner, stating that broad themes are not subject to copyright protection."
