Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
llama2-7b-finetuned,State of Uttar Pradesh Vs. Raj Narain,State of Uttar Pradesh,Raj Narain,Whether citizens have the right to access government documents in the interest of transparency.,Raj Narain demanded access to confidential government documents related to election expenses.,High Court upheld citizen's right to access election-related government records.,State claimed disclosure would compromise national interest and confidentiality.,"Constitution of India, Article 19(1)(a).",Laws supporting public right to know in a democracy.,Earlier cases recognizing citizens’ right to access public records.,Right to information is inherent in freedom of speech and expression.,Supreme Court affirmed transparency.
llama2-7b-finetuned,M. Nagaraj Vs. Union of India,M. Nagaraj,Union of India,Whether reservation in promotions violates meritocracy without data-based justification.,Challenge to reservation in promotions without assessing backwardness and administrative efficiency.,High Court supported reservation in promotions.,Petitioner claimed promotions must be backed by data proving backwardness and inadequate representation.,"Constitution of India, Article 16(4A).",Rules concerning equality of opportunity and affirmative action in promotions.,Indra Sawhney and other precedents emphasizing data-backed reservation.,Reservation in promotions is valid only with quantifiable proof of backwardness.,"Supreme Court allowed reservations in promotions, subject to proof of backwardness and impact review."
llama2-7b-finetuned,Joseph Shine Vs. Union of India,Joseph Shine,Union of India,Whether Section 497 IPC violates gender equality.,Section 497 IPC was challenged for treating women unequally and infringing on liberty.,High Court maintained the law's constitutionality.,Petitioner claimed adultery law was discriminatory and violated fundamental rights.,"IPC, Section 497.","Articles 14, 15, 21 of the Constitution.",Earlier cases on individual liberty and gender neutrality in law.,Law treating women as passive victims violates equality and dignity.,Supreme Court declared Section 497 unconstitutional and decriminalized adultery.
llama2-7b-finetuned,Kartar Singh Vs. State of Punjab,Kartar Singh,State of Punjab,Whether TADA violates fundamental rights by allowing prolonged detention without adequate safeguards.,"TADA permitted detention without trial, prompting constitutional scrutiny regarding personal liberty.",High Court upheld TADA’s constitutionality.,"Petitioner claimed TADA allowed arbitrary state power, undermining due process and individual rights.","Terrorist and Disruptive Activities (Prevention) Act, 1987.",Articles 14 and 21 – Right to Equality and Personal Liberty,Case law on preventive detention and constitutional limits on anti-terror statutes.,Fundamental rights must be balanced with national security.,Supreme Court upheld TADA but mandated procedural safeguards to prevent misuse and protect rights.
llama2-7b-finetuned,Nandini Satpathy Vs. P.L. Dani,Nandini Satpathy,P.L. Dani,Whether compelling an accused to answer during interrogation violates Article 20(3).,"Petitioner declined to answer questions, citing protection from self-incrimination.",High Court held refusal to answer could justify adverse inference.,Petitioner claimed Article 20(3) protected her from being compelled to answer.,"Constitution of India, Article 20(3).",Self-incrimination protections under criminal procedure.,Jurisprudence reinforcing protection against compelled testimony.,Compelled interrogation violates the right against self-incrimination.,Supreme Court upheld the petitioner’s right under Article 20(3).
llama2-7b-finetuned,Sarla Mudgal Vs. Union of India,Sarla Mudgal,Union of India,Whether conversion to Islam permits bigamy for Hindus.,A Hindu man embraced Islam to remarry without divorcing his first wife.,High Court recognized the second marriage under Muslim law.,Petitioner opposed misuse of religious conversion to bypass monogamy laws.,"Hindu Marriage Act, 1955.",Bigamy restrictions under personal laws.,Cases involving religious conversion and marriage.,Religious conversion cannot be a tool to evade monogamy provisions.,Supreme Court held that prior Hindu marriage remains valid despite conversion.
llama2-7b-finetuned,Visakha Vs. State of Rajasthan,Visakha,State of Rajasthan,Legal protection against workplace sexual harassment.,"A PIL followed a sexual harassment incident, highlighting absence of legal protection.",High Court rejected the plea due to no existing legislation.,Petitioner emphasized state’s duty to ensure women’s safety regardless of law.,"Constitution of India, Articles 14, 19, 21.",Fundamental rights mandate workplace protection.,No comprehensive precedent existed before this ruling.,Supreme Court recognized the need for interim protection in absence of legislation.,Vishaka Guidelines were established to protect women at the workplace.
llama2-7b-finetuned,Bachan Singh Vs. State of Punjab,Bachan Singh,State of Punjab,Validity of death penalty under Indian law.,Death penalty under Section 302 IPC was challenged as unconstitutional.,High Court upheld the punishment.,Argued it violated right to life under Article 21.,"IPC, Section 302.",Rarest of rare doctrine.,Earlier rulings on capital punishment.,Death penalty allowed only in rarest of rare cases.,Death penalty upheld with strict guidelines.
llama2-7b-finetuned,State of Punjab Vs. Dalbir Singh,State of Punjab,Dalbir Singh,Constitutionality of mandatory death sentence under NDPS Act.,NDPS Act provision mandating death sentence was challenged.,High Court upheld the NDPS provision.,Argued mandatory sentencing removes judicial discretion.,"NDPS Act, 1985.",Sentencing principles in criminal jurisprudence.,Bachan Singh on rarest of rare standard.,Mandatory death sentences unconstitutional due to lack of discretion.,Supreme Court invalidated the mandatory death penalty clause.
llama2-7b-finetuned,State (Delhi Administration) Vs. Vishwa Bandhu Alias Billa and Another,State (Delhi Administration),Vishwa Bandhu Alias Billa and Ram Kishan Alias Phokan,Legality of High Court's acquittal despite existing evidence.,Accused involved in a fatal stabbing; High Court acquitted them citing doubt.,High Court acquitted both accused.,Prosecution failed to prove guilt beyond reasonable doubt.,"Section 302 IPC, Section 34 IPC.",Proof beyond reasonable doubt is essential for murder conviction.,No key precedent cited.,Supreme Court found evidence sufficient for conviction.,Conviction under IPC 326; 6 years rigorous imprisonment awarded.
llama2-7b-finetuned,Ram Saran Dass Vs. State of Punjab,Ram Saran Dass,State of Punjab,Whether termination was a punitive dismissal requiring Article 311(2) protection.,Petitioner was terminated without hearing; alleged mala fide dismissal.,High Court dismissed petition without hearing respondent.,Termination violated natural justice and Article 311(2).,Article 311(2) of the Indian Constitution.,Service Rule 23 Conditions for termination.,Cited precedents on natural justice and disguised dismissal.,High Court erred in denying hearing to respondent; natural justice applies.,Appeal allowed; matter remanded for fresh hearing.
llama2-7b-finetuned,Credit Agricole Indosuez Vs. Credential Finance Limited,Credit Agricole Indosuez,Credential Finance Limited,Can non-credit of cleared cheque justify winding-up under Companies Act.,Bank alleged failure to credit cheque; sought winding-up of company.,Petition for winding up was dismissed.,Respondent claimed valid reasons for not crediting the cheque.,"Sections 433 & 434 of the Companies Act, 1956.",Rules on cheque clearance under corporate insolvency.,Case law on cheque dishonor and debt recovery.,Non-credit of cheque alone doesn't prove inability to pay debts.,Dismissal upheld; appeal pending.
llama2-7b-finetuned,A.K. Gopalan Vs. State of Madras,A.K. Gopalan,State of Madras,Constitutionality of preventive detention under Article 21.,Gopalan was detained without trial and challenged the detention law.,High Court upheld the law.,Detention without trial violates personal liberty.,"Preventive Detention Act, 1950.",Fundamental Rights under Article 21.,First major ruling on preventive detention.,Article 21 allows preventive detention if procedure is lawful.,Supreme Court upheld detention law; later cases expanded Article 21
llama2-7b-finetuned,State of West Bengal Vs. Anwar Ali Sarkar,State of West Bengal,Anwar Ali Sarkar,Validity of special courts under Article 14.,Law allowed selective referral of cases to special courts.,High Court struck down the law.,Argued selective referrals violated equality before law.,Article 14 – Equality before law.,Due process and non-discrimination principles.,Early precedent on misuse of special courts,Special courts must not be arbitrary or discriminatory.,Supreme Court declared the law unconstitutional.
llama2-7b-finetuned,Kedar Nath Singh Vs. State of Bihar,Kedar Nath Singh,State of Bihar,Constitutional validity of sedition under Article 19(1)(a).,Conviction for anti-government speeches under Section 124A IPC.,High Court upheld conviction.,Argued sedition law suppresses dissent.,"Indian Penal Code, Section 124A.",Freedom of speech under Article 19(1)(a) and restrictions.,Early interpretations of sedition and free speech.,Only speech inciting violence qualifies as sedition.,"Section 124A upheld, but narrowed to violent incitement."
llama2-7b-finetuned,Bharat Singh Vs. State of Haryana,Bharat Singh,State of Haryana,Legality of land acquisition and adequacy of compensation.,Agricultural land was acquired; petitioner contested the public purpose and compensation.,High Court ruled acquisition valid.,Argued acquisition violated property rights and fairness.,"Land Acquisition Act, 1894.",Acquisition must be for public purpose with compensation.,Cases affirming fair compensation in land acquisition.,Acquisition valid but must include just compensation.,Supreme Court upheld acquisition but insisted on fairness.
llama2-7b-finetuned,Supreme Court Advocates-on-Record Association Vs. Union of India,Supreme Court Advocates-on-Record Association,Union of India,Whether NJAC violates judicial independence under the Constitution.,NJAC sought to replace the collegium system for appointing judges.,High Court upheld the validity of NJAC.,Petitioners claimed NJAC diluted judicial primacy in appointments.,"NJAC Act, 2014.",Separation of powers and judicial independence doctrine.,Kesavananda Bharati case on basic structure.,Judicial primacy in appointments is essential to independence.,NJAC Act and 99th Constitutional Amendment struck down.
llama2-7b-finetuned,Laxmi Vs. Union of India,Laxmi,Union of India,Whether the state must regulate acid sales to protect women under Article 21.,"The petitioner, an acid attack survivor, sought stricter control over acid sales and victim support.",High Court acknowledged the problem but did not impose new restrictions.,Petitioner argued unrestricted acid access violated right to life and dignity.,"Constitution of India, Article 21.",Guidelines on sale restrictions and state obligation to rehabilitate victims.,Cases emphasizing state duty to protect dignity and bodily integrity.,Protection from acid attacks is essential to securing dignity under Article 21.,Supreme Court directed strict licensing for acid sales and mandated victim compensation and rehabilitation.
llama2-7b-finetuned,Tamil Nadu Govt. Vs. Union of India,Tamil Nadu Govt.,Union of India,Whether central laws encroached upon state powers in education under the Constitution.,Tamil Nadu government challenged certain central laws affecting state education policies.,High Court upheld central authority over education.,State contended that education should be a state subject under the Constitution.,"Constitution of India, Seventh Schedule.",Entries in the Concurrent List relating to education.,Precedents on cooperative federalism and division of legislative competence.,"Central laws are valid under the Concurrent List, but state autonomy in education policy is also recognized.",Supreme Court upheld central laws but allowed states flexibility in educational matters.
llama2-7b-finetuned,Subramanian Swamy Vs. Union of India,Subramanian Swamy,Union of India,Constitutionality of criminal defamation laws under Article 19(1)(a).,Swamy contended that criminalizing defamation curtailed free expression.,High Court found no constitutional infirmity in criminal defamation laws.,Criminal defamation imposes a chilling effect on speech and violates fundamental rights.,"Indian Penal Code, Sections 499 and 500.",Article 19(2) – Reasonable restrictions on freedom of speech.,Prior decisions interpreting reasonable restrictions on free speech.,Protecting reputation and a legitimate ground for restricting speech.,Supreme Court upheld the constitutional validity.
llama2-7b-finetuned,Ram Jawaya Kapur Vs. State of Punjab,Ram Jawaya Kapur,State of Punjab,Whether the executive can carry out functions without legislative sanction.,The Punjab government started publishing textbooks without legislative backing.,High Court held that executive action was permissible in absence of legislation.,The petitioner contended that executive action in commercial matters required legislative support.,"Constitution of India, Article 162.",Executive power is co-extensive with legislative power unless limited by statute.,No prior binding precedent; case clarified scope of executive powers.,"The executive can act where the legislature is silent, but not contrary to existing laws.","Supreme Court upheld the government's action, but not in violation of it."
llama2-7b-finetuned,State of Bihar Vs. K.K. Misra,State of Bihar,K.K. Misra,Whether government employees have a fundamental right to strike.,Government employees participated in a statewide strike over pay disputes.,High Court held the strike was not illegal and provided relief to employees.,The state argued that government employees do not have an absolute right to strike.,Article 19(1)(c); Essential Services Maintenance Act (ESMA).,Limitations on rights of government servants under service conduct rules and ESMA.,Previous rulings on employees' rights.,Right to strike is not a fundamental right for government employees.,"Supreme Court reversed the High Court’s order, holding that strikes are not constitutionally protected in this context."
llama2-7b-finetuned,Sundararamier & Co. Vs. State of Andhra Pradesh,Sundararamier & Co.,State of Andhra Pradesh,Whether the State can levy tax on inter-state trade under its sales tax law.,The company was taxed under the Andhra Pradesh General Sales Tax Act on goods involved in inter-state commerce.,High Court upheld the validity of the state sales tax law.,Petitioner contended that only Parliament has the power to tax inter-state trade.,"Constitution of India, Article 286; Andhra Pradesh General Sales Tax Act.",Article 286 prohibits states from taxing inter-state trade and commerce.,Prior Supreme Court interpretations of inter-state trade.,State laws taxing inter-state trade are unconstitutional unless authorized by Parliament.,Supreme Court held the state sales tax law unconstitutional to the extent it taxed inter-state sales.
llama2-7b-finetuned,Golak Nath Vs. State of Punjab,Golak Nath,State of Punjab,Whether Parliament has the power to amend Fundamental Rights of the Constitution.,Petitioner challenged constitutional amendments that curtailed fundamental rights.,High Court upheld the validity of the constitutional amendment.,Petitioners argued that Article 368 does not grant power to abridge fundamental rights.,"Constitution of India, Article 368.",Fundamental Rights cannot be amended as they form the core of the Constitution.,Earlier decisions allowed amending FRs.,Parliament cannot amend Fundamental Rights.,Supreme Court held that Parliament had no power to amend.
llama2-7b-finetuned,Shankarappa Vs. Union of India,Shankarappa,Union of India,Whether the Union Government can override decisions of the (FCAT) under the Cinematograph Act.,"A film was denied certification by the Censor Board, citing public order concerns.",High Court upheld the Central Government's override of the FCAT decision.,Petitioner argued that the government's power to override FCAT decisions is arbitrary and violates freedom of speech.,"Cinematograph Act, 1952, particularly Section 6(1).",Principles of reasonable restriction under Article 19(2).,Earlier judgments emphasizing the limited scope of censorship in a democratic society.,The government cannot arbitrarily reverse a certification granted by an expert tribunal like FCAT.,Supreme Court held that the Censor Board cannot be overridden by the government arbitrarily.
llama2-7b-finetuned,Madhu Limaye Vs. Sub-Divisional Magistrate,Madhu Limaye,Sub-Divisional Magistrate,Whether frequent and preventive use of Section 144 CrPC and freedom of speech.,"Section 144 was imposed to prevent a political meeting, which the petitioner claimed infringed on constitutional freedoms.",High Court held that the executive had acted within its powers.,Petitioner contended that the provision was being misused to stifle free speech and assembly.,"Code of Criminal Procedure, 1973, Section 144.",Reasonable restrictions under Articles 19(2) and 19(3).,Judicial interpretation of preventive powers vs constitutional freedoms.,Section 144 is constitutionally valid must be used only in exceptional situations and not as a routine measure.,Supreme Court ruled the validity of Section 144 but restricted its arbitrary use.
llama2-7b-finetuned,Rupa Ashok Hurra Vs. Ashok Hurra,Rupa Ashok Hurra,Ashok Hurra,Whether the Supreme Court can revisit its own final judgment in cases of gross miscarriage of justice.,Petitioner sought a reconsideration of a Supreme Court judgment after exhausting review petitions.,Review petition was dismissed.,Petitioner argued for a judicial remedy in rare cases where fundamental rights are violated even after a final judgment.,"Constitution of India, Article 137; Supreme Court Rules.",Principle of finality of judgments; exceptions in case of denial of natural justice.,Previous cases on judicial finality.,Curative petitions are permissible only in rare and exceptional circumstances to prevent grave injustice.,Supreme Court created the concept of curative petitions for exceptional cases.
llama2-7b-finetuned,Shyam Narayan Chouksey Vs. Union of India,Shyam Narayan Chouksey,Union of India,Compulsory playing of the national anthem in cinemas violates constitutional freedoms.,The petitioner sought mandatory playing of the national anthem before films to foster national pride.,No binding direction issued by lower courts.,Petitioner contended that playing the national anthem promotes national unity and respect.,"Prevention of Insults to National Honour Act, 1971.",Constitutional duty under Article 51A(a) to respect national symbols.,Earlier rulings on symbolic expressions and limits of state-mandated patriotism.,"Respect for the anthem is essential, but mandating it in specific settings must not infringe individual freedoms.",Supreme Court initially made playing the national anthem mandatory but made it optional pending government guidelines.
llama2-7b-finetuned,State of Kerala Vs. N.M. Thomas,State of Kerala,N.M. Thomas,Whether reservations in promotions for SC/ST employees.,Kerala government provided promotional benefits to SC/ST employees; challenged as unconstitutional.,Kerala High Court struck down the reservation in promotions policy.,State argued that social justice measures must extend to promotions for backward classes.,"Constitution of India, Article 16(4), enabling reservation in appointments and promotions.",Interpretation of Article 16(4) and its scope in public employment and promotions.,Earlier decisions excluding promotions were reinterpreted in light of evolving jurisprudence.,Reservation in promotions is permissible if aimed at ensuring adequate representation.,"Supreme Court upheld reservation in promotions, recognizing it as a tool for substantive equality."
llama2-7b-finetuned,Vishwanath Vs. State of Uttar Pradesh,Vishwanath,State of Uttar Pradesh,Dowry death and burden of proof under Section 304B IPC.,The deceased died within 7 years of marriage under unnatural circumstances with dowry allegations.,High Court convicted the accused relying on circumstantial evidence.,Petitioner argued that presumption should not override the requirement of proof.,"IPC Section 304B, Section 113B of the Evidence Act, Dowry Prohibition Act, 1961.",Previous cases on dowry death and burden of proof.,Cases like Kans Raj v. State of Punjab clarifying the evidentiary standard.,"In dowry death cases, burden shifts to the accused to disprove presumption of guilt.","Supreme Court upheld the conviction, stressing careful application of presumptive burden. "
llama2-7b-finetuned,MC Mehta Vs. Union of India (Ganga Pollution Case),MC Mehta,Union of India,Whether failure to control industrial discharge.,Industries were discharging untreated effluents into the Ganga.,High Court gave directions to control pollution but lacked strict enforcement.,Petitioner contended that environmental degradation infringed the constitutional right to life and health.,"Environmental Protection Act, 1986.","Principles of sustainable development, polluter pays, and precautionary principle.","Ratlam Municipality, Vellore Citizens Welfare Forum, and earlier MC Mehta cases.",State has a constitutional duty to protect natural resources.,Supreme Court directed closure of non-compliant tanneries.
llama2-7b-finetuned,Govind Vs. State of Madhya Pradesh,Govind,State of Madhya Pradesh,Whether surveillance under M.P. Police Regulation 855 violates the right to privacy under Article 21.,"The petitioner, categorized as a habitual offender, was subjected to surveillance, he argued that it infringed on his right to privacy and liberty.",High Court upheld the constitutionality of the surveillance for law enforcement needs.,Petitioner contended that constant police monitoring violated.,"Article 21, Constitution of India; M.P. Police Regulation 855.","Any restriction on privacy must be legal, necessary, and proportionate.","Kharak Singh v. State of U.P., R.C. Cooper v. Union of India.","Right to privacy is implicit and may be restricted only through just, fair, and reasonable law.",Supreme Court upheld Regulation but mandated strict procedural safeguards to prevent misuse.
llama2-7b-finetuned,Indian Medical Association Vs. V.P. Shantha,Indian Medical Association,V.P. Shantha,Whether medical services fall under “service” in the Consumer Protection Act.,Respondent alleged negligence; petitioner claimed CPA doesn’t apply to medical professionals.,Held medical services for consideration are covered by CPA.,"Petitioner argued doctor-patient ties are fiduciary, not commercial.","CPA, 1986, Section 2(1)(o).",Services provided for a fee qualify under consumer law.,No major precedent; first significant interpretation.,Paid medical services fall under CPA; free charitable services do not.,Supreme Court upheld CPA applicability for paid medical services.
llama2-7b-finetuned,Peopleâ€™s Union for Democratic Rights Vs. Union of India,Peopleâ€™s Union for Democratic Rights,Union of India,Whether state failure to enforce labor laws violates fundamental rights.,Petitioner highlighted use of bonded labor and underpayment in state-funded Asiad construction.,High Court found violations but stopped short of mandatory enforcement.,"Non-compliance with labor laws violates rights to life, dignity, and freedom from exploitation.","Minimum Wages Act, Contract Labour, 1948.",State is constitutionally bound to ensure statutory labor protections.,Relied on judicial activism and expanding Article 21 protections.,Fundamental rights are violated if state fails to enforce labor protections in public projects.,Supreme Court mandated labor law compliance.
llama2-7b-finetuned,Ramesh Vs. Union of India,Ramesh,Union of India,Whether a TV serial for allegedly spreading communal disharmony.,Petitioner argued the serial incited hatred and promoted communal disharmony.,"High Court ruled the serial could be aired, citing no clear evidence of incitement to violence.",Petitioner contended that the serial violated public order by fostering religious intolerance.,"Cinematograph Act, 1952.",Freedom of speech is subject to reasonable restrictions for public order.,"Precedents on media regulation, religious intolerance.","Artistic freedom is protected, but must not harm public peace or religious harmony.","Supreme Court upheld the broadcast, subject to monitoring for objectionable content."
llama2-7b-finetuned,Hindustan Sugar Mills Ltd. Vs. State of Rajasthan and Others,Hindustan Sugar Mills Ltd.,State of Rajasthan and Others,Whether freight charges should be included in the taxable sale price under the Central Sales Tax Act.,"The authorities considered freight as part of the sale price, which made it taxable.",Lower authorities ruled that freight charges were part of the sale price and subject to sales tax.,Petitioner contended that freight charges are separate from the sale price and should be excluded from the taxable amount.,"Central Sales Tax Act, 1956, Rajasthan Sales Tax Act, 1954.",Freight charges are not part of the taxable sale price under the Central Sales Tax Act.,Previous rulings on the taxation of freight in commodity sales under controlled pricing schemes.,The Court's ruling would determine whether freight charges could be taxed as part of the sale price under the Sales Tax Act.,The decision is awaited on whether freight charges should be included in the taxable sale price.
llama2-7b-finetuned,R.G. Anand Vs. Delux Films,R.G. Anand,Delux Films,Whether the respondent’s film infringes on the petitioner’s copyright in his play due to similarities in theme and expression.,Petitioner claimed that substantial similarities between the play and film constituted copyright infringement.,High Court ruled that similarities were coincidental and not ruled against copyright infringement.,"Petitioner contended that the film copied substantial elements of the play, violating copyright.","Copyright Act, 1957.",Copyright protection does not extend to broad ideas or themes.,Previous cases on artistic originality and the test for substantial similarity.,The Court emphasized that copyright only protects the expression of ideas.,"Supreme Court upheld the High Court’s decision, ruling that broad themes or ideas are not protected by copyright."
llama2-7b-finetuned,Shri Roshanlal Gautam Vs. State Of Uttar Pradesh And Others,Shri Roshanlal Gautam,State of Uttar Pradesh and Others,Whether the Uttar Pradesh government's action to nationalize transport routes.,The petitioner’s contract carriage permit was revoked due to the nationalization of transport services.,High Court ruled in favor of the State’s right to nationalize transport services.,The petitioner argued that the government’s decision to nationalize routes violated his rights under the contract.,"Motor Vehicles Act, 1939.",Extent of State’s authority to nationalize transport routes.,Cases on the validity of nationalization of transport services under the Motor Vehicles Act.,The Court emphasized that the State has the authority to nationalize routes and revoke private permits.,Supreme Court's decision pending.
llama2-7b-finetuned,P. Rathinam Vs. Union of India,P. Rathinam,Union of India,"Whether the criminalizes attempted suicide, violates the right to life and dignity.",The petitioner argued that criminalizing attempted suicide infringed on personal autonomy and violated the right to life.,"High Court upheld Section 309 IPC, affirming that it did not violate the Constitution.",The petitioner argued that the punishment for attempted suicide violates the fundamental right.,"Indian Penal Code, Section 309.",The case examines whether punishing attempted suicide is inconsistent with the right to life.,Precedents regarding the balance between personal autonomy and state intervention in the right to life.,"Supreme Court initially struck, affirming that it is not in violation of the right to life.",Supreme Court initially struck down Section 309 IPC but later upheld its validity in Gian Kaur case.
llama2-7b-finetuned,State of Karnataka Vs. Union of India,State of Karnataka,Union of India,Whether the central government’s allocation of funds to Karnataka.,The state of Karnataka argued that the central government's allocation unfairly curtailed its financial rights.,"High Court ruled in favor of the central government, dismissing Karnataka's challenge.",The petitioner argued that the financial allocation methods were inequitable.,"Constitution of India, Seventh Schedule.",Financial allocations must be equitable.,Previous cases on the allocation of finances between the state and central governments under federalism.,Supreme Court upheld the central government's financial distribution policy.,The Supreme Court affirmed the policy of the central government while suggesting improvements for more equitable financial allocation.
llama2-7b-finetuned,Rajbala Vs. State of Haryana,Rajbala,State of Haryana,Whether the imposition of educational qualifications for contesting local body elections.,The amendment to Haryana's Panchayati Raj Act requiring educational qualifications for local body elections was contested as discriminatory.,"High Court upheld the amendment, declaring it constitutional.",Petitioner argued that the educational qualifications imposed were discriminatory and violated the right to equality.,Haryana Panchayati Raj Act.,The law does not violate Article 14.,Cases discussing restrictions on electoral participation.,"The Supreme Court upheld the law, stating that reasonable restrictions on qualifications are constitutionally valid.",Supreme Court affirmed the constitutionality of the educational qualification requirement.
llama2-7b-finetuned,"Municipal Board, Manglaur Vs. Sri Mahadeoji Maharaj","Municipal Board, Manglaur",Sri Mahadeoji Maharaj,Whether the vacant land adjacent to a public road belonged to the Municipality or was private property.,The Municipality planned development on vacant land adjacent to a road.,"The Court granted possession of the land to the plaintiff, ruling the land was private property.","Land was private property, and the Municipality had no right to it.",Municipal governance laws and property rights related to public roads.,Ownership of land adjacent to public roads and the rights of private property owners.,Case law concerning municipal authority over roads and adjoining lands.,The vacant land adjacent to the road was private or public property.,Awaiting final decision.
llama2-7b-finetuned,Union of India Vs. Association for Democratic Reforms,Union of India,Association for Democratic Reforms,"Whether candidates should be required to disclose criminal records, assets, and liabilities.",A PIL demanded that candidates disclose their criminal background and financial details to voters.,High Court ruled in favor of mandatory disclosure for informed voting.,Respondent argued that disclosure was necessary to ensure voters could make informed decisions.,"Representation of the People Act, 1951.",Voter rights to transparency and electoral fairness.,Earlier cases on electoral transparency and the right to information for voters.,Disclosure of candidates' criminal records and financial details.,Supreme Court ruled that candidates must disclose their criminal records and financial details.
llama2-7b-finetuned,Jindal Stainless Ltd. Vs. State of Haryana,Jindal Stainless Ltd.,State of Haryana,Whether the imposition of entry tax by states violates the right to free trade between states.,"The petitioner contested the state’s right to impose entry tax, claiming it restricted interstate commerce.","High Court upheld the imposition of entry tax, ruling it was within state powers.",Petitioner argued that the entry tax impeded free trade and was unconstitutional.,"Constitution of India, Article 301.",States can regulate trade but must not hinder the free flow of commerce between states.,Earlier cases interpreting the balance between state taxation powers and free trade.,Entry tax can be imposed by states if it does not impede the free flow of interstate trade.,"Supreme Court validated the entry tax, reinforcing the state’s power to regulate trade."
llama2-7b-finetuned,"M/S Japan Airlines Co. Ltd Vs. Commissioner of Income Tax, New Delhi",M/S Japan Airlines Co. Ltd,"Commissioner of Income Tax, New Delhi",Whether airport landing and parking fees should be categorized as rent under the Income Tax Act for TDS purposes.,"The Airlines paid airport charges for runway maintenance, and the issue arose whether TDS applies under rent provisions.","The Income Tax Department ruled that these payments constitute rent, hence TDS is applicable.",Petitioner argued that these were payments for services and should not be treated as rent.,"Section 194-I of the Income Tax Act, 1961.",Whether airport charges for services like landing and parking fall under rent as per Income Tax Act.,"Previous cases on the taxation of services vs. rent, specifically in the context of aviation services.",Payments for airport-related services are classified as rent for TDS of the Income Tax Act.,Awaiting Supreme Court’s decision.
llama2-7b-finetuned,State of Punjab Vs. Jagjit Singh,State of Punjab,Jagjit Singh,Whether temporary employees are entitled to equal work for permanent employees.,The petitioner argued for equal pay as he performed similar duties to permanent employees.,High Court ruled that temporary employees doing similar work to permanent employees.,Petitioner contended that equal pay should be given if duties performed are the same.,Article 14 of the Indian Constitution.,Equal pay for equal work as a constitutional principle.,Previous rulings reinforcing equal pay for equal work for temporary employees.,Temporary employees performing the same work as permanent employees are entitled to equal pay.,Supreme Court upheld the High Court's ruling and reinforced the principle of equal pay for equal work.
llama2-7b-finetuned,Kailas & Others Vs. State of Maharashtra,Kailas & Others,State of Maharashtra,Whether honor killings should be treated as separate offenses.,"The petitioners were convicted for murdering a couple in the name of honor, challenging the charges and sentencing.",The High Court upheld the conviction under murder charges.,"Petitioners argued that honor customs should influence sentencing, despite the gravity of the crime.","Indian Penal Code, Section 302.",Rules regarding murder and aggravating factors like honor killings.,"Precedent cases on honor killings, emphasizing the severity of the crime.",Supreme Court upheld that honor killings are severe crimes and must be punished.,Supreme Court reinforced the importance of treating honor killings as murder with stringent punishment.
llama2-7b-finetuned,Krishna Pillai Vs. State of Madras,Krishna Pillai,State of Madras,Whether the confession of guilt in a gold smuggling case is sufficient for conviction under the Land Customs Act.,"The accused, Krishna Pillai, was caught smuggling gold and later confessed.",Trial Court convicted the petitioner based on the smuggling and the confession.,The defense argued that the confession was not obtained properly.,"Section 7(1)(b) of the Land Customs Act, 1924.",Confessions should be voluntary and not coerced for admissibility in court.,Precedents regarding the weight of confessions in smuggling cases.,"Confessions are valid, but their admissibility must meet due process requirements.",High Court upheld the conviction but ruled that the gold should not be confiscated due to procedural issues.
llama2-7b-finetuned,State of Rajasthan Vs. Jagannath,State of Rajasthan,Jagannath,Whether illegal encroachment of government land can lead to eviction without proper rehabilitation.,"The respondent illegally occupied government land, challenging eviction without rehabilitation provisions.",High Court ordered eviction without considering the rehabilitation of the respondent.,The defense argued that eviction should be conditioned upon providing rehabilitation.,Land Encroachment Act.,Policies requiring rehabilitation for evicted individuals.,Cases focusing on the balance between eviction and rehabilitation for encroachers.,"Encroachment must be removed, but the state must consider rehabilitation.",Supreme Court upheld the eviction order but emphasized that rehabilitation should be provided.
llama2-7b-finetuned,National Legal Services Authority Vs. Union of India,National Legal Services Authority (NALSA),Union of India,Whether transgender individuals should be legally recognized as a third gender with full rights.,The petitioner argued that transgender people should be recognized as a third gender and provided equal rights.,High Court ruled recognizing the rights of transgender.,Petitioner argued that the denial of legal recognition and rights to transgender people violated fundamental rights.,"Articles 14, 15, and 21 of the Constitution of India.",The application of fundamental rights to marginalized gender identities.,"Previous cases on equality, dignity, and the rights of minority groups.",Recognition of transgender individuals as the third gender is necessary for ensuring equal rights.,Supreme Court granted transgender individuals legal recognition as a third gender.
llama2-7b-finetuned,Mithu Vs. State of Punjab,Mithu,State of Punjab,Whether the mandatory death penalty under Section 303 IPC violates the right to life.,Petitioner argued that the mandatory death penalty for life prisoners violates fundamental rights.,High Court upheld the mandatory death penalty provision as constitutionally valid.,Petitioner contended that mandatory death penalties violate the Constitution.,"Indian Penal Code, Section 303.",Judicial discretion in sentencing and the fundamental right to life.,Previous cases on the constitutionality of mandatory death sentences.,Mandatory death penalty is unconstitutional as it eliminates judicial discretion and violates the right to life.,"Supreme Court struck down Section 303 IPC, ruling that the mandatory death penalty violates the Constitution."
